image_id,question,answer
811e8nUYxZL,What color are the laces?,White
811e8nUYxZL,What type of closure does this boot have?,Lace-up
71yz2DLSgVL,What animal is printed on the case?,Dog
71yz2DLSgVL,Is the case designed for a Samsung phone?,Yes
817rzFJRjQL,What is the closure type?,Lace-up
817rzFJRjQL,What style of shoe is this?,Brogue
61T4V4oTcfL,What phone is this case designed for?,Samsung
61T4V4oTcfL,What is the primary color of the circles?,Multicolor
61T4V4oTcfL,Is the phone's camera covered by the case?,No
71AnHFRlB1L,What city's tower is featured?,Paris
71AnHFRlB1L,What is the background pattern?,Triangles
81dkwjWAh4L,What is the primary color of the janitorial supply?,Gray
81dkwjWAh4L,What shape is the janitorial supply?,Rectangle
A1gpmVu-MJL,What shape is the top of the net?,Curved
A1gpmVu-MJL,What sport is this equipment used for?,Golf
A1Pl+ttWULL,How many panels make up the artwork?,Nine
A1Pl+ttWULL,What structure is featured in the mural?,Eiffel
A1Pl+ttWULL,What is floating around the tower?,Balloons
81AimU2oC1L,What shape is in the center?,Heart
81AimU2oC1L,What kind of phone is this case for?,Huawei
7134005VdHL,What shape are these earrings?,Diamond
7134005VdHL,What is the primary color of the earring's border?,Gold
7134005VdHL,Are these earrings for men or women?,Women
41W9gvOehbL,What is the light fixture's color?,Brass
41W9gvOehbL,What type of bulb is included?,LED
71CaT4m4CTL,What number is associated with the brand?,365
71CaT4m4CTL,Is the product vegan?,Yes
71CaT4m4CTL,How long does it take to prepare?,Ten
71eQafxouDL,What animal is featured on the phone case?,Parrot
71eQafxouDL,Is the case design 2D or 3D?,3D
71+YMq06qWL,What material are the cushions filled with?,Down
71+YMq06qWL,What is the primary color of the displayed sofa?,Grey
71+YMq06qWL,What kind of leather is used on the sofa?,Grain
71l-8h9OqhL,What flavor is the milk?,Chocolate
71l-8h9OqhL,What percentage of fat does the milk contain?,One
71l-8h9OqhL,Is the container full?,Yes
610DN4jAs6L,What is the main color of the phone case?,Black
610DN4jAs6L,What is the design on the back of the case?,Couple
610DN4jAs6L,Is this a hard or soft case?,Hard
61Wa9ZJukoL,How many earrings are displayed?,Two
61Wa9ZJukoL,What is the shape of the stone?,Round
71R7z92WHUL,What is the dominant color of the phone case?,Blue
71R7z92WHUL,Is the phone case 3D printed?,Yes
71R7z92WHUL,What phone is this case designed for?,Lenovo
71aKzoR0w2L,What is the primary material of this phone accessory?,Soft
71aKzoR0w2L,What phone model is this case designed for?,Vivo
71aKzoR0w2L,What is the pattern style on the back of the phone case?,Abstract
71EmYFqhs7L,What is the main color of the phone case?,Black
71EmYFqhs7L,What is the design on the back of the phone case?,Floral
81IIjj0aiPL,How many tools are in the set?,Four
81IIjj0aiPL,What color are the handles?,Blue
81IIjj0aiPL,What is the set stored in?,Pouch
81aS04hN5RL,What is the main color of the case?,White
81aS04hN5RL,Is the case slim?,Yes
91zAm6a0wgL,What is the main color of the pillow?,Gold
91zAm6a0wgL,What design feature is on the pillow's sides?,Pom-poms
91zAm6a0wgL,Is the pillow rectangular or square?,Rectangular
71bnduiynBL,What is the pattern on the phone case?,Couples
71bnduiynBL,What brand is this phone cover?,Solimo
71zN+2nGT1L,What is the toe style of the sandal?,Open
71zN+2nGT1L,What is the color of the sandal's strap?,Green
71zN+2nGT1L,What embellishment is on the strap?,Swan
81qxD1R96fL,What is the main design element on the phone case?,Sphere
81qxD1R96fL,What type of phone is this case designed for?,Vivo
81qxD1R96fL,Is the phone case hard or soft?,Hard
61MaVzg6GaL,What color is the finish?,Brass
61MaVzg6GaL,What shape is the visible part?,Cylindrical
81eFk+MSr8L,What kind of design does the phone case have?,Abstract
81eFk+MSr8L,What is the material of the back cover?,Hard
81eFk+MSr8L,Is the phone case colorful?,Yes
81O-4S2bhvL,How many individual packs are included?,Six
81O-4S2bhvL,What kind of popcorn is this?,Organic
7158HTP2s9L,What is the dominant color of the phone case?,Black
7158HTP2s9L,What celestial body is featured on the back?,Sun
7158HTP2s9L,Is this a hard or soft case?,Hard
81x5HaPVLoL,What color is the handbag?,Pink
81x5HaPVLoL,What is the brand name?,Flavia
81x5HaPVLoL,What is the style of this bag?,Handbag
81vWeIjXtdL,What animal is featured on the case?,Peacock
81vWeIjXtdL,What is the background color of the case?,Black
81vWeIjXtdL,Is the case hard or soft?,Hard
71yf8vvukbL,What phrase is printed on the phone case?,Everyone
71yf8vvukbL,What type of case is this?,Hard
81J-JTxr0dL,What is the main color of the foliage depicted?,Green
81J-JTxr0dL,What word is printed on the cover?,Alone
81J-JTxr0dL,Is this case designed for a Samsung phone?,No
610U6-OQxuL,What color is the primary material of the repair kit?,Black
610U6-OQxuL,What is the shape of the top component?,Round
71bjYqznmSL,What color is the bookcase?,White
71bjYqznmSL,How many shelves are visible in the bookcase?,Twelve
71bjYqznmSL,Is the style of this bookcase contemporary or traditional?,Contemporary
71ODNZGVvFL,What is the main color of the sneakers?,Tan
71ODNZGVvFL,What type of shoe is displayed?,Sneakers
71ODNZGVvFL,Are these high-top or low-top?,Low-top
71u5e+qYmeL,What kind of footwear is displayed?,Boots
71u5e+qYmeL,What is the color of the boot?,Grey
71GhbKfyQwL,What is the main color of the top section?,Orange
71GhbKfyQwL,Is this a hard or soft case?,Hard
71GhbKfyQwL,What brand is this phone case?,Solimo
71cKB9aKH7L,What shape is the primary design on the phone case?,Heart
71cKB9aKH7L,Is the phone case designed for an iPhone 7?,Yes
71cKB9aKH7L,What is the color of the glittery design?,Red
61HAuP4FZOL,What is the main color of the shoe?,Black
61HAuP4FZOL,What type of shoe is displayed?,Derby
61CQ0STj-rL,What color is the cover of the notebook?,Red
61CQ0STj-rL,Is there a label on the notebook?,Yes
81-fXL6xJ7L,What is the main design element?,Leaf
81-fXL6xJ7L,What type of phone is this case for?,Vivo
61phqY+nsfL,What letter is shown on the phone case?,A
61phqY+nsfL,What is the primary color of the phone case?,Black
61phqY+nsfL,Is the phone case designed with cutouts?,Yes
51WhbmbtAUL,What is the color of the stools?,Grey
51WhbmbtAUL,How many stools are in the set?,Two
51WhbmbtAUL,What material are the legs made of?,Metal
71fHyF2AAXL,What is the primary color of the droplets on the top half?,Red
71fHyF2AAXL,What is the case's design?,Waterdrop
717OD7Dl8YL,What is the main color in the lower portion of the cover?,Blue
717OD7Dl8YL,Is the design on the cover symmetrical?,No
817APzpoLsL,What color are these organizers?,Blue
817APzpoLsL,How many of these storage bags are present?,Four
817APzpoLsL,What material is the top of the bag made of?,Mesh
61maSwVM78L,What monument is featured on the phone case?,Tower
61maSwVM78L,What is the color scheme of the phone cover?,Multicolor
71GMVmWhp6L,What number is displayed on the case?,Four
71GMVmWhp6L,What is the color of the phone case?,Orange
61g-vK7dS4L,What is the primary color of the mules?,White
61g-vK7dS4L,How many shoes are in the image?,One
61g-vK7dS4L,What type of heel does this shoe have?,Kitten
A11tNiF6IgL,What material is the rug made of?,Wool
A11tNiF6IgL,What color is the rug?,Chestnut
A11tNiF6IgL,What shape is the rug?,Rectangle
71ZNQCUtXNL,What vehicle is featured on the case?,Motorcycle
71ZNQCUtXNL,What is the primary color of the motorcycle?,Silver
81b9q2OArCL,What two colors are most prominent on the case?,Blue/Orange
81b9q2OArCL,Is this case designed for a Vivo phone?,Yes
81b9q2OArCL,What type of material is the cover made of?,Polycarbonate
71xnmCs7QJL,What is the color of the cartridge on the right?,Blue
71xnmCs7QJL,How many ink cartridges are shown?,Two
71xnmCs7QJL,What brand is printed on the cartridges?,AmazonBasics
91Kd+c1lk0L,What color is the shag rug?,Beige
91Kd+c1lk0L,Is the rug placed in a high traffic area?,Yes
81oohpIwVfL,What is the pattern on the phone case?,Feather
81oohpIwVfL,Is this a hard or soft case?,Hard
81tKfm9LLIL,What is the style of the phone case?,Automobiles
81tKfm9LLIL,What object is printed on the back cover?,Motorcycle
81tKfm9LLIL,What is the primary color of the design?,Multicolor
71rYJhm4VeL,How many legs does the table have?,Four
71rYJhm4VeL,What type of furniture is this?,Table
719Q7EbHR7L,What is the main color of the phone cover?,Red
719Q7EbHR7L,Is the cover designed for a Samsung phone?,Yes
91eBmm27CvL,What color is the trim?,Orange
91eBmm27CvL,How many straps are visible?,Six
71VAlIFvbnL,What brand is the phone case?,Solimo
71VAlIFvbnL,What is written on the shirt?,Everyone
71VAlIFvbnL,Is the apple logo visible?,Yes
61Lx7E8p5zL,What is the heat level of this salsa?,Medium
61Lx7E8p5zL,Is this salsa organic?,Yes
61Lx7E8p5zL,What brand is this?,365
81vMWyVcKsL,What shape is this Stone & Beam product?,Square
81vMWyVcKsL,What is the main color of the ottoman?,Chocolate
81vMWyVcKsL,Is this product ready to use?,Yes
81Ss7Kr3KQL,What is the dominant color on the phone case?,Red
81Ss7Kr3KQL,Is the phone case design textured?,Yes
61kIdrzaScL,What animal is featured on this phone case?,Cat
61kIdrzaScL,What color is the background of the phone case?,Black
61kIdrzaScL,Is the case designed for a Redmi phone?,Yes
812qecqFnBL,What is the main color of the sandal?,Silver
812qecqFnBL,What type of footwear is this?,Sandal
812qecqFnBL,Are the laces tied?,No
81c+7+2iE9L,What color is the filament?,White
81c+7+2iE9L,What is the product material?,Thermoplastic
81XdZpi0bEL,What shape is the entrance?,Circular
81XdZpi0bEL,What is the main color of this furniture?,Pink
81XdZpi0bEL,How many legs does it have?,Three
71Y4DUsGN4L,What is the brand of these discs?,AmazonBasics
71Y4DUsGN4L,How many discs are in the container?,Fifty
71Y4DUsGN4L,What type of media is shown?,DVD-R
7180ZmivLsL,What is the primary color of the case's design?,Blue
7180ZmivLsL,Is the phone case flexible?,Yes
7180ZmivLsL,What shape is at the center of the design?,Circle
61Spydr-IaL,How many bottles are displayed?,Six
61Spydr-IaL,What color is the wine?,Red
61Spydr-IaL,Are the bottles arranged symmetrically?,Yes
71GW6qx60pL,What word is displayed on the phone case?,Love
71GW6qx60pL,What shape is the green charm?,Heart
7139vsKJudL,What is the main color?,Purple
7139vsKJudL,What shape is featured on the case?,Star
81WjDPpuZRL,What is the main color of the phone case?,Black
81WjDPpuZRL,Is this a hard or soft case?,Hard
71V+qew3oIL,What is the weight shown on the container?,11
71V+qew3oIL,What type of roast is advertised on the label?,England
71V+qew3oIL,Is the coffee ground or whole bean?,Ground
517alwTf-9L,What flavor are these gummies?,Orange
517alwTf-9L,How many gummies are in the bottle?,Seventy
61HWUAJbS4L,What letter is shown on the case?,F
61HWUAJbS4L,What is the primary color of the phone case?,blue
719GkWtBBnL,What is the main color of the phone case?,Pink
719GkWtBBnL,Does the case have a floral design?,Yes
71JbNsHw90L,What is the primary color of this luggage?,Red
71JbNsHw90L,How many wheels does this luggage have?,Four
71JbNsHw90L,Is the handle extended or retracted?,Extended
81mgqW-8PqL,What kind of design is on the phone cover?,Graffiti
81mgqW-8PqL,Is the phone case hard or soft?,Hard
81mgqW-8PqL,What brand is this phone case?,Solimo
71j-zKFmtRL,Is the apple logo visible?,Yes
71j-zKFmtRL,What celestial body is featured on the case?,Moon
71j-zKFmtRL,What type of phone is this case designed for?,iPhone
91FFA4oDOrL,What shape is this Stone & Beam product?,Round
91FFA4oDOrL,How many legs does this ottoman have?,Four
81ZQa+xls8L,What animal is featured on the phone case?,Tiger
81ZQa+xls8L,Is the case hard or soft?,Hard
61Sj53jC9BL,What word is printed in red?,LOVEUDAD
61Sj53jC9BL,What body parts are shown?,Hands
81bgU8uKs2L,What type of design is on the back of the phone?,Rangoli
81bgU8uKs2L,What is the main color in the center of the design?,Yellow
81bgU8uKs2L,Is the phone case hard or soft?,Hard
71341kEdplL,What is the main color of the phone cover?,Pink
71341kEdplL,Is this cover designed for a Samsung phone?,No
71341kEdplL,Does the case appear to be flexible or rigid?,Rigid
61d8s78QnpL,What is the predominant color of the floral design?,Blue
61d8s78QnpL,Is this a hard or soft case?,Hard
61d8s78QnpL,What phone is this case designed for?,OnePlus
91I2LIx7pGL,What shape is featured in the rug's corner?,Triangle
91I2LIx7pGL,What is the color of the chair?,Brown
61qyj2XES9L,What color is the controller's cable?,Blue
61qyj2XES9L,Is the depicted controller wired or wireless?,Wired
61qyj2XES9L,What console is the controller for?,Playstation
6103VSBq+BL,How many corner protectors are displayed?,Four
6103VSBq+BL,What is the color of the corner protectors?,Brown
51OSciOxhFL,What is the color of the phone case?,Clear
51OSciOxhFL,What type of accessory is shown?,Case
81-Mb+CoM1L,What is the heel type?,Block
81-Mb+CoM1L,What part of the foot is exposed?,Toe
81-Mb+CoM1L,What is the color of the sandal?,Tan
71WE0c-ZUyL,What shape is cut out of the leaf?,Heart
71WE0c-ZUyL,What type of phone is this case for?,Samsung
61gu88QMGLL,What color is the phone case?,Blue
61gu88QMGLL,What time is displayed on the phone case?,08:08
61gu88QMGLL,Is the cover closed?,Yes
61KRLFtdkIL,What is the product inside the container?,Detergent
61KRLFtdkIL,How many pacs are in the container?,120
71euci0sK5L,How many pads are included in the set?,Six
71euci0sK5L,What color is the first pad?,Pink
71euci0sK5L,What is the brand name?,AmazonBasics
718CIMEaXGL,What colors are prominent on the phone case?,Red
718CIMEaXGL,Is this a hard or soft case?,Hard
71YmOoTFIUL,What animal is featured on the phone case?,Panda
71YmOoTFIUL,Is the back cover slim?,Yes
71JVkChrU-L,What is the main color of the jacket in the image?,Yellow
71JVkChrU-L,What is depicted on the phone case?,Lake
71JVkChrU-L,Is a boat shown in the image?,Yes
51+MKwBV06L,What shape is featured prominently?,Heart
51+MKwBV06L,What is the background color?,Green
71YG6K2KndL,What is the main design element on the phone case?,Flowers
71YG6K2KndL,Is this a hard or soft case?,Hard
61c-0uxIOcL,What is the main color of the depicted case?,black
61c-0uxIOcL,What is the depicted pattern?,music
71-LEkUMY6L,What shape is on the phone case?,Heart
71-LEkUMY6L,What is the brand of this phone case?,Solimo
71-LEkUMY6L,What phone is this cover for?,Motorola
71ugV43Y2pL,What is the primary color of the phone case?,Blue
71ugV43Y2pL,Is the case flexible?,Yes
61j1GnTfRsL,What is the main color of the phone case?,Pink
61j1GnTfRsL,How many owls are on the case?,Two
71YjnHvCyuL,How many water filters are in the picture?,Three
71YjnHvCyuL,What color are these refrigerator water filters?,White
81hpFoGvrJL,What color are these sneakers?,Black
81hpFoGvrJL,Are these shoes slip-on?,Yes
81hpFoGvrJL,What is the primary material of the shoe's exterior?,Mesh
81-36xf--ZL,What is the pattern on the back of the cover?,Abstract
81-36xf--ZL,What type of case is this?,Hard
31irHL+B6oL,What color is the phone accessory?,White
31irHL+B6oL,How many USB ports are visible on the adapter?,Two
81NSeSf9MIL,What is the primary stone shape?,Round
81NSeSf9MIL,How many rings are in the set?,Two
81NSeSf9MIL,What is the plating material?,Platinum
81HEW-5LuXL,What is the closure style of these shoes?,Slip-on
81HEW-5LuXL,What color is the sole?,White
91Xj10b2XZL,What color are the straps?,Black
91Xj10b2XZL,What is the main pattern of this diaper bag?,Striped
91Xj10b2XZL,How many zippers are visible on the front?,Two
71mAVDSKzTL,What animal is featured on the phone case?,Kitten
71mAVDSKzTL,What is the main color of the phone case?,Multicolor
61SNAhNVpEL,What color is the sofa?,Blue
61SNAhNVpEL,How many buttons are visible?,Three
31aOFqsR-GL,What is the background color?,Green
31aOFqsR-GL,What is the brand name?,Presto
71AUXrs6leL,What color is the sole?,Beige
71AUXrs6leL,Are these shoes for adults or children?,Children
61mb9rJKhTL,What shape are these earrings?,Square
61mb9rJKhTL,What is the color of the earring's setting?,Gold
71PaM2X61jL,What is the primary color of the phone case?,Brown
71PaM2X61jL,What type of texture does the phone cover have?,Wooden
91Ru1D-Pz2L,What material is the handle made of?,Rope
